id,school,professor,course,rating,review
545,광운,윤성재,인물로본한국사,3,솔직히 강의의 주제는 흥미로운 편이지만 매우 매우 매우 졸렵다. 목소리에 높낮이가 없으시고 발음이 좋지 않아서 더 졸렵지만 교수님 입에서 나오는 모든걸 필기해야함 하루라도 빠지면 안됨 강의자료로 독학은 거의 불가능함ㅎㅎ 시험은 서술형이랑 단답 섞어서 내셨었는데 채점 기준이 엄청 까다로우신 편임 성적은 채워주시지 않고 본인의 기준에 맞춰서 주십니다
546,광운,서두옥,오픈소스소프트웨어개발,3,자료도 좋고 교수님도 현장 경험이 많으신것 같아요. 그런데 오픈소스라는 주제로 컴공 전과목을 훑어보는 거라 양이 상당합니다. 암기위주로 하면 중간 기말은 해볼만한데 팀플 점수를 좀 깐깐하게 주신다는 얘기가 있더라고요. 어쨌든 대형강의니까 친구랑 팀맞춰서 들어볼만한 강의입니다.
547,광운,윤성재,인물로본한국사,1,최 악 의 수 업학겨다니면서 이렇게 힘든 수업 처음이다수업내용이 어렵고나 그런건 없는데 진짜 못가리침...
548,광운,정한조,데이터마이닝분석,5,장점 : 오만가지를 다 배운다. 단점 : 오만가지를 다 배운다.
549,광운,김화성,기초전자회로실험2,1,프로젝트 시연 시 쳐다도 안 볼 때도 있고 프로젝트에 대한 피드백이나 조언 1도 안하고 미국 대학 교수도 그러는가 싶고 학생들 앞에서 조교분 개쪽주고 있고.... 같은 미국 대학 박사 출신 박찬형 교수님은 안그러는데 이 사람은 왜 그러는걸까?
550,광운,로렌,영어회화,3,제발 영어 못하는 애들아 여긴 아니야 도망가...문법이 널 괴롭힐거야..책에서 문제 안나오고 응용된 문제 나와
551,광운,이은경,중국어비즈니스작문,4,강의력은 정말 좋으시고 문법 정말 잘 알려줍니다.이번 학기에 쉬운 교재를 사용하였고 점수도 부분점수가 나갔기때문에 차이가 0.1 점만으로도 A+ B+이 갈릴 수 있었고 매번 스트레스에 시달렸습니다.상시평가는 총 4번보고 중간 1번 기말 1번보았습니다
552,광운,홍의,무역영어,5,일단 절평이였으면 무조건 듣길 바란다. 홍의교수님이 절평은 갓 이번 학기는 상평인걸로 알고 있음그리고 무역상무 개념없으면 이해하기 힘들 수 있음매번 퀴즈가 있고 총 6번이고 이게 중간을 대체함기말은 영작과 해석과 무역영어기출문제 풀이임
553,광운,홍의,무역상무연습,5,"통상학부 과목 중 정말 자격증시험에 도움이 되는 과목 중 하나 홍의교수님 절평은 갓ㅜㅜㅜ다만, 학기중에 한번 발표가 있음 관세사 기출문제 풀이하는 건데 준비하는 과정이 조금 힘들 수 있음. 발표시간은 30분UCP CISG MIA ICC에 대해 배우고 무역과 관련한 자격증을 취득할 때 매우 도움이 되는 내용들 이며 정말 많은 도움이 될거같음. 다만 벼락치기 하기 좀 빡새니 평소에 공부해야함. 양이 좀 많음."
554,광운,김형국,상상공학과표현,2,김형국교수님의 상상공학과 표현이 아니라 조교님의 상상공학과 표현 수업입니다 ^^ ㅋ ㅋㅋ 진짜 비추입니다 교수님보다 조교님을 더 많이 봤어요
555,광운,코두루,환경과생태,2,이건 아닌듯팀플발표+팀플레포트+개인레포트+기말고사=ㅈ옥
556,광운,손광철,프로그래밍기초,5,이번엔 중간기말 둘다 쉬웠음.기말 파트 겁나어려운데 쉬운것만 찝어주셨고 변형도 거의 안해서 나왔음.교수님 재량이 아닌 제도상에 의한 과제 3번이 있지만 난이도는 괜찮음(죄다 코딩).
557,광운,공준환,21세기동아시아사회의이해,5,강의가 무엇인가 물어본다면 고개를 들어 갓준환을 보게하라
558,광운,공준환,21세기동아시아사회의이해,5,"시험범위가 좀 많긴한데 쉽게 나와서 그렇게 부담스럽지 않음전범위에서 출제되는 객관식문제는 식민지, 샌프란시스코 평화조약, 진먼, 빨갱이 이 정도 수준으로 중요한개념만 나옴"
559,광운,하병국,비즈니스데이터분석,2,교수님이 전체적으로 본인이 하시는 수업을 완전하게 이해하고 있다는 느낌이 들지 않음엑셀이랑 태블로를 배우는데 혼자서 후다닥 나가버리셔서 굉장히 당황스러움여쭤보면 알려주시기는 함! 근데 굳이 이 수업을 들어야하나? 하는 생각이 듬
560,광운,김서영,영화의이해,4,교수님이 열정적이시고 배울점도 많지만 영어가 어느정도 되어야 할것같아요
561,광운,최정현,프로그램구조론,1,광운대를 다니면서 들었던 수업중 최악의 수업차라리 수업시간에 밖에 나가서 사람구경을 하는게 더 얻어가는게 많았을듯
562,광운,김성환,중급회계2,5,강의력좋은교수님회계 1타? 강사님 책출판에도 관여하신 교수님이시더라구요 강의력말고 교수님도 좋으십니다. 단내용은좀어려워요
563,광운,채현석,세법,1,회계사준비시작하는 학생인데 3주차부터 수업 다포기하고 세법인강구매해서공부중입니다 절대듣지마세요
564,광운,김서영,영화의이해,5,교수님너무좋으십니다.. 그치만영어수업이라 집중하기는좀어려워요..
565,광운,박애영,회계원리,5,광운대 최고의 교수님과 최고의 수업과제 별로 안내주심조짜는데 수업시간에만 같이하고 따로 조별과제 같은거 없어서 모일 일 없음학점 플러스 채워주심
566,광운,이정은,성과심리학,4,일단 성과 심리학이지만 그냥 여성학이라고 해도 될 법한 페미수업 설직히 깊이 있게 배운 건 하나도 없지만 교수가 페미 성향이라 그쪽 입장에서 계속 말함 그리고 페미인 사람들이 수업 많이 들음 솔직히 난 페미도 뭐도 딱히 아니여서 상관없었지문 페미 성향인 사람들이 날카롭게 질문하거나 혹은 발표 할 때 내용 들으면서 페미 싫어하는 사람이 들으면 거북하겠다 생각함. 그리고 동성애에 대한 것도 배우는데 난 그쪽 반대해서 듣기 거북했음. 자기 성향과 상관없이 그냥 학점만 챙기고 싶다하면 들을만함조별발표 한번 (팀과 주제 무작위임/되도록 앞에 주제로 하셈)매주 리액션 페이퍼 한장 (중간고사 대체도 레포트임)기말 고사 한번 (중간없이 기말 한번이지만 시험 개쉬워서 피피티 두번 정도 보면 만점) 발표에 대한 질문 5번 이상 (아무거나 해도 됨) 출튀많고 교수도 상관 안함 성적은 아직 안나왔지만 나름 수업은 편했음 그러나 얻어가는 것도 없음
567,광운,김화성,객체지향프로그래밍,3,다 떠나서 이번 기말 45장만 나온다해놓고4567내버린건 오바아니냐?
568,광운,김서영,영화의이해,4,기말고사부터는 내용이랑 영어가어려워요...다른시각을 배울수있긴한데 시험때문에 마냥즐겁게만들을순없었던것같음
569,광운,이정은,성과심리학,3,매주페이퍼 만잘하면뭐 쏘쏘인듯싶다조별발표도잇다
570,광운,김화성,객체지향프로그래밍,2,"이론면에서는 도움이 되는 내용이긴 하나 단점이 좀많음.과제는 책 연습문제라서 쉬운편.시험은 수업듣고 이론좀 확실히 보면 어려운 문제 제외하고는 손댈 수는 있음.1) 잔소리가 많음. 미국 대학은 과제하나하나 검사한다면서 우리나라 학생들은 대충한다는식으로 얘기하면서 교수님 또한 과제하나하나 검사 안하는 모순. 2) 제일 싫었던게 질문하면 구글링해봐. 그걸모르냐 이런 반응. 어디 좀 알려주면 덧나나? 3) 휴강시 인강대체? 빨리빨리 돌려 볼수 있어서 시간적으로 더 절약되는듯하지만, 휴강이 교수님의 이론수업이 없을뿐 조교 지도하 과제검사수업이있음. 수업때도 와야하고 인강도 들어야하므로 시간이 배가 됨. 4) 작년에 올해수업 마지막에한 oop같은거 시작때 해서 중간이후에 6장을 나간거 같은데 올해 6장은 중간고사 한주전에 끝냈음에도 나온거 보면 작년꺼 가저온듯한 느낌이 듬. 왜냐면 4,5장,7,8,9,10,13,15장을 한다고하였거든. 그리고 작년에 15장 진도 안나갔고 올해는 나갔는데 역시 문제가 안나옴ㅎㅎ 결론은? 문제 내기싫어서 그대로 가져왔다. 무슨 문제가 있는지 모르는체.."
571,광운,김진수,인터넷활용,5,"정말 참된 교육자과제가 많긴해도 수업시간은 물론이고, 시험결과가 나와도 웃음기가 가시지가 않는다."
572,광운,김화성,객체지향프로그래밍,1,"1. 수업시간 질문에 인터넷 찾아보라고 하심.2. 중간, 기말 문제가 매우 디테일함. 자바 cmd에서 구동시키는 방법부터 자바파일 저장위치까지 외워야함.3. 강의녹화를 하시는데 수업중 관계없는 얘기는 녹화 중지하고 녹화함. -> 그날 강의녹화시간 15분나옴 ㅡㅡ4. 위 3의 수업중 무관한 얘기의 80%는 미국얘기임. 했던얘기를 반복함. 5. 수업태도에 엄격하셔서 화장실가는거 납득못하심. 나갈꺼면 그날 수업은 다시 들어올 생각은 포기해야함.6. 강의자료는 오류좀 있어서 책이랑 같이 안보면 헷갈릴 수 있고 학점 잘나올려면 자습이 답임. 광운대 다니면서 본 꼰대중 탑입. 후배들은 제발 이거보고 다른학과강의로 가라..."
573,광운,김화성,객체지향프로그래밍,1,내가 아무리 소프트로 갈거라도 이 강의는 3번만 더 생각해보자...소융대라는 좋은 곳이 옆에 있으니 거기서 더 의미있는 강의 찾아서 수업듣자.이 경고를 무시하고 수업을 듣는다면 당신은 전통과 개꼰대 교수님의 미국비교라이프를 경험 할 수 있다. 시험 난이도 개극혐에 과제 7번. 그리고 과제 재검사를 위해 조교가 질문하는 시간 있다. 보강이라고 작년 강의한거 올려주는데 어떻게 된게 강의에서도 개꼰대소리가 한결같은지 참...제발 다시 한번만 생각해봐라
574,광운,노정진,현대재즈의역사,2,매우매우 귀찮음. 지난학기에 전통재즈 들었어서 이번에 이어들었는데 저번이나 지금이나 듣기퀴즈 외우는데 시간걸리고 재즈바도 갔다와야함. 시험도 은근 자잘하게 내서 중요한것만 외웠더니 시험못봤음ㅋㅋㅋㅋㅋ 수강신청때로 돌아가면 신청안할거임
575,광운,김화성,객체지향프로그래밍,1,"절대 듣지마세요, 김화성 3글자가 보인다면 당신은 이 수업을 소융대 수업으로 대체해야 한다는 것을 의미합니다. 수업시간에 배우는 것 한가지도 없고, 교수가 집에서 자기자식에게 못하는 잔소리를 아무소리 못하는 학생에게 하는 수업입니다."
576,광운,김화성,객체지향프로그래밍,1,"수업 자료는 출판사에서 제공하는 자료로 수업하십니다. 강의 75분 중 60분은 교수님의 미국 유학 시절 경험담을 알려주시며, 남은 15분으로 진도를 나가시다가 시간이 부족하면 인터넷 강의로 보강을 진행하십니다. 매 강의시간동안 학생들이 질문을 하지 않는다고 말씀하시며 미국 학생들에 비해 한국 학생들의 문제점을 지적하십니다. 참고로 한번은 학생이 강의 중 질문을 했는데 인터넷을 찾아보라고 말씀하셨습니다. 중간에 조교님이 오셔서 과제를 제대로 했는지 검증하는 시간이 있습니다. 이 날은 교수님이 오시지 않고 조교님만 오셔서 과제 점검을 하게 됩니다. 만약 그때 답을 못한다면 그 과제는 0점처리됩니다. 중간고사 시험문제에는 세미콜론 빼먹은 코드가 3개, 중괄호 빼먹은 코드가 2개 있었습니다. 또한 교수님이 의도하지 않은듯한 오류도 몇 문제 있었습니다. 만약 이 강의를 수강하고 중간/기말고사 대비를 하실때에는 강의자료를 모두 다 외우시는게 좋을 것 같습니다. 단순히 코드가 어떻게 돌아간다는 정도만으로 공부를 끝내지 마시고 자바 프로젝트를 저장했을때 그 프로젝트가 어디에 저장되는지 파일 경로를 외우시고, JDK 버젼에 따라 뭐가 달라지는지까지 모두 차근차근 공부하시길 바랍니다."
577,광운,김화성,객체지향프로그래밍,2,생각치도 못한 부분도 알아야하는편. 과제등이 막 많거나 어렵진 않은데 시험에서 놀랄수 있으니 주의
578,광운,한진섭,컴퓨팅사고,4,겨울 계절학기에 대부분 들어서 절평입니다 무조건 들으세여
579,광운,강희원,대학영어,4,쁠은 다 채워주시는데 시험에 변별력이 별로 없어서 무조건 잘보셔야해요
580,광운,김희교,나의역사,3,자기 앞으로의 날들에 대해 생각 해볼 수 있는 강의입니다.
581,광운,이원호,구조역학2,5,"학교에 몇 없는 참교수님이심, 시험도 조금만 노력하면 잘볼수 있음"
582,광운,박판식,읽기와쓰기,5,"그냥 믿고 수강하세요. 아무런 기대없이 수강했는데 나중에는 매주 수업시간이 기다려질 정도로 재미있는 수업이였습니다. 시험은 중간에 텍스트 읽고 글쓰기, 기말에 중간에 쓴것 고쳐내기가 있구요, 과제는 자신이 지정된 주에 텍스트 한 번만 써가면 됩니다. 한명한명 돌아가며 교수님이 재미있는 질문을 해주시는데 그것도 재미있어요. 손 들고 말 할 수 있으면 점수 따기 무지 쉬운 과목이에요"
583,광운,공준환,21세기동아시아사회의이해,5,수업은 정말 좋습니다 하지만 기말 범위가 정말 많습니다 전공보다 빡셌습니다
584,광운,최정현,프로그램구조론,1,진지하게 광운대 모든 수업이 이런식이었다면 자퇴하고 수능 다시 봤을 듯
585,광운,최정현,프로그램구조론,1,한 학기내내 스트레스만 받았던 최악의 수업이었습니다. 남는거라곤 스트레스와 짜증뿐
586,광운,오종민,전자재료공학개론,5,1학년이 듣기에는 조금 어려울 수 있지만 확실하게 들어놓으면 2학년 되서 분명히 많은 도움이 될겁니다중간 치고 포기하는 사람 많기 때문에 중간 좀 못봤다고 포기하지 말고 기말때 열심히 하면 좋은 결과로 보답받을겁니다
587,광운,최정현,프로그램구조론,1,이런 사람이 교수인가 싶을 생각이 들 정도로 최악의 교수. 꼰대의 정석. 뭔 미국얘기를 수업시간 마다 하고 수업시간은 항상 5분 이상씩 늦고 천천히 준비하다 시작함. 학생이 교수해도 이 교수보단 잘 가르칠듯 ㅋㅋ 과제는 한 수업 당 1-2개이고 수업도 전혀 쓸모 없는 수업. 등록금이 아깝다는 생각이 든 수업은 처음. 절대로 듣지 않는걸 추천. 그냥 이 교수님 빨리 그만두셨으면 한다;
588,광운,이수욱,생활속의회계와세무,5,"아직 성적은 안나왔지만, 재밌게 들었습니다."
589,광운,김진영,진공공학2,5,쉬어가는 전공이지만학점도 같이 쉬게 돼요학점따기 제일 어려운 과목
590,광운,조원주,반도체공정1,5,강의력은 아주 좋습니다.과제랑 시험범위 너무 많아요
591,광운,손주영,조직과리더쉽,4,달달 외우면 돼요저는 좀 찐따 성격이라 팀플하는게 힘들었네요
592,광운,노진서,미디어로읽는영어의역사,4,교수님 비율채워주시고 정말 좋으신교수님입니다. 애들 이름도 외우려하시고 모두에게 친절하십니다. 일주일에 한번 영화봅니다. 자신이 역사에 흥미있다면 좋을테지만 자신이 역사에 대해 하나도 모르고 흥미도 없다면 교수님이 좋아도 학점 잘나오기힘듭니다...
593,광운,강사(미정),노인복지론,5,수업 듣시도 좋았어요!! 과재도 편하구요 시험도 공부한대로나오ㅓ요
594,광운,김귀열,전력응용공학,5,1.2학기 전부 들어본 결과. 출튀 가능. 수업 시간도 꽉 안채움. 중간고사 이후 2주? 정도 지나면 딱 한 번 출튀잡음. 중간 기말 전에 5분짜리 발표 대충 준비해서 대본 읽으면 됨. 시험 전 주에 알려준 시험범위 외우면 수업 하나도 안들어도 학점 대박
595,광운,서반우,전자기학2,3,학점만 얻어갈 수 있는 강의...1년동안 전자기학을 배웠지만 알아간 건 거의 없다
596,광운,조규진,기업과경영,1,"시험 어려움, 휴강은 많은데 휴강하는 대신 전시회 갔다와서 보고서 6페이지 써서 제출하라고 하심.교수님도 동양인인데 동양인 비하발언 자주 하심(예. 한국사람들은 허접해서 절대 서양인들처럼 발전할 수 없다.)이번학기 베트남학생들도 있었는데 그 앞에서 베트남인들은 게을러서 발전이 힘들다 같은 무시발언 자주 하심.위안부 문제에 대해서 이미 '보상'받은걸 자꾸 말하는것은 잘못된 행동이고 다 쇼일뿐이다 같은 이해할 수 없는 말들을 하신다."
597,광운,이영희,물리전자2,5,과제는 3-4번 정도 있지만 자료조사하는거라 어렵지 않고 또 교수님이 안보십니다..ㅋㅋ시험 점수로 학점이 완전히 판가름납니다.시험은 족보에서 거의 다 나오지만 아마 수업시간때 필기한걸 그대로 적기만 하면 절대 좋은 점수는 못받을겁니다.왜 그렇게 되는지 이유를 명확히 알고 다 서술해야 점수 잘나옵니다.
598,숭실,강아람,채플,3,따뜻해서 자기 좋음 좀더 빨리 끝내주면 좋겠음~~~~!!!
599,숭실,MichaelChang,AcademicWritinginEnglish2(영어),4,교수님이 점수를 후하게 주시는 편 그래서 학점이 어떻게 나올지 모르겠음 총 퀴즈 4번에 writting test 1번 발표 2번으로 이루어짐
600,숭실,오원석,무역계약론,4,"교수님이 주로 판서로 수업하고 시험공부할때 판서랑 책 참고해서 하면 시험잘볼수있음. 시험문제는 o/x, 객관식, 단답형으로 나오고 무난함"
601,숭실,김연욱,기초공학수학2,3,수업 준비를 많이 해오시고 강의계획서 그대로 수업하셔서 좋아요 공부만 잘하면 a가능합니다
602,숭실,?,저작권법/라이선싱(숭실사이버대)(온라인),5,싸강은 꿀이고 시험도 쉬워서 좋았음 그래도 출석은 다 점수가 비슷해서 시험을 잘 준비하는게 좋음
603,숭실,이태식,노사관계론,5,"인사관리도 이태식 교수님 들었는데 정말 좋으신 분!이번 학기부터 팀플 없애셔서 오직 시험 2회만 봅니다.과제도 없고 정말 편했어요교수님의 나긋나긋한 목소리에 잠이 솔솔 오지만매일 수업자료도 가득 준비하시고 열정적으로 강의하십니다.중간은 객관식+단답형, 기말은 객관식으로 시험봤어요.책으로 강의하시기때문에 책은 반드시 필요해요.좋은 교수님이시고 , 학생들에게 쉽게 많은 것을 알려주고자 노력하시는 분이기때문에 추천합니다"
604,숭실,신항철,생화학1,1,강의력 = 0에 수렴하지만 독학으로 공부하다보면 나름 쏠쏠히 얻어가는 과목. 기말고사에 미하엘리스 식 유도하는 거 나온다는 거 개구라임. 맘 편하게 연습문제 푸시길 .
605,숭실,CampbellColin,AcademicWritinginEnglish2(영어),1,"퀴즈가 선물인줄 알아서 시도때도없이 깜짝퀴즈봄,, 학점도 c+ 이하로 40퍼센트 이상 줘서 비율을 채워주지 않는다. 시험도 스피킹이나 회화보단 문법위주여서 원어민 수업의 본질을 흐렸다고 생각함 드랍하지 않은걸 후회중. 듣지마세여"
606,숭실,조은식,채플,5,채플아 고마워담학기도 부탁할게너무 편히 쉬엏다!!
607,숭실,김은경,교육심리,5,교수님 강의력 최고 ㅎ시험공부 세세한거 다 나오니 수업때 집중하고 벼락치기 자제해요.. 사람들 시험 다 잘보니까 분발하세요
608,숭실,황원일,인간공학(가),5,팀플이 너무 빡세요! 시험은 암기만 잘하면 끝~
609,숭실,이은주,미적분학1,4,아직 수강하고 있는데 수업 열정 가지시고 잘 알려주세요 중간에 놓치면 따라가기 힘들때도 있어요
610,숭실,서창진,데이터통신과네트워크,5,선형대수에 이은 소프트웨어학부 최고의 명강의. 말이 필요없다. 서창진 교수님 수업을 듣는거 자체가 행운이다.
611,숭실,마은지,영상으로보는유럽문명과기독교,3,영상으로 본다해서 들었더니 영상 두어번 본듯...걍 유럽역사 수업이라고 생각하면 되고 교수님이 말을 정말 못하시고 같은 말씀을 반복 하신다수업이 노잼화라 출튀많이하기때문에 출석은 수업끝나고 호명하심.. 발표하고 싶은사람 발표 하고 아니면 유럽역사에 관련된 영화보고 레포트 3~4장 분량 쓰면 됨 시험은 근데 또 프린트로 내시는데 은근 대충보면 헷갈리는거 많기때매 꼼꼼히 봐야할듯
612,숭실,안태호,경영수리와통계,3,들을 수 있으면 다른 교수님꺼 추천....매주마다 쪽지시험 봐야되고 시험도 요번엔 3번봣지만 원래는 4번이라고 함. 쪽지시험은 초반에 쉽기때문에 초반에 점수 따놓을 것. 근데 이것도 은근 매주 신경쓰려면 좀 귀찮은건 사실... 수업도 그닥 이해잘되진 않고 하도 교수님이 쓸때없이 1학년 학생들 호명해서 노이로제 걸리지 않을까 사료됨
613,숭실,서영숙,재무관리(영어-한국어),1,"일단 교수님 자체는 참 좋은 분입니다.이름도 다 외워주시고 학생들에게 관심이 많으신분인건 확실. 근데 수업은 좀 못하시는 듯판서글씨도 엉망진창에 수업내용도 중구난방...진짜 정신똑바로 차려도 무슨말인지 잘 모르겠다..시험은 계산문제는 오히려 쉽고 몇문제 없고, 서술형이 다수인데 재무관리에 대해 복합적이고 전반적인 이해를 하지못했으면 나처럼 망하기 쉬운수업... 그냥 다른 교수님 들으시는거 추천"
614,숭실,장경우,기호와문화,3,생각보다 별로지만 그렇다고 나쁘지는 않음시험에 누구누구 생애를 외워서 적으라고만 안했으면 4점인데 ㄲㅂ
615,숭실,조영실,기초스페인어,3,수업 자체는 진도가 너무 빠른 걸 제외하면 나쁘지 않았지만거의 매 강의마다 늦게 오시면서 사과 한번 없으심;;참고로 외울 거 엄청 많아서 빡셉니다
616,숭실,정수현,AmericanPolitics(영어),3,수업 전반적으로 괜찮고 내가 영어 좀 한다 싶으면 들어시험 쉽고 학점 받기 좋음문제는 딱 하나. 교수님 영어가 알아듣기 극강 난이도임.발음은 혀를 굴리는 문제가 아니고 전혀 새로운 단어를 만들어내는 정도. 말 저는 것 심하시고. 조사 문법 제대로 못 쓰심.
617,숭실,김홍기,독일지역학입문,5,"이번 학기가 교수님의 마지막 수업이라고 하시네요..간혹 띠용하는 부분도 있지만 인품이 좋으신 분입니다.출석은 거의 안 부르시고, 오직 기말고사 1회로성적이 나옵니다. All 서술형 12문제였으며 수업시간에 강조하신 중요한 부분 위주로 출제하세요. 과제 없고, 학기중에 2번 간식도 사주셨습니다.기말고사 준비할 때는 힘들었지만, 평소에는 편하고 재밌게 들었네요. 마지막 수업이라는게 아쉬워요"
618,숭실,김동호,컴퓨터그래픽스(온&오프),5,과제 없고 중간 기말 시험봄글미 교수님이시고 강의력은 매우 좋음온라인에서 본걸 오프라인에서 다시 한번 짚어주고 몇개 예시를 보여주심개론수업이라서 딥하게는 안들어가심
619,숭실,이국배,공공가치와리더십,3,다른 교양보다는 부담적고 pf라 괜찮은데절대 꿀교양은 아니라는점..시키는것도 많음
620,숭실,김범,금융통계학(온&오프),5,교수님은 정말 훌륭하신데제가 바보에요...
621,숭실,김용범,StartupDesignThinking,4,동기들끼리 친해질수도있는 좋은수업같아요. 교수님도 학생들에게 맞춰주시고 큰부담을 주지 않으려고 하십니다. 주로 팀플로 발표는 2번있는데 대학생이면 피할수없는것이니 즐깁시다. 수업에 열심히 참여하다보면 수업도 금방 끝나요. 그리고 시험은 한번 보는데 한번인만큼 비중이높으니 열심히 준비합시다!
622,숭실,이은경,기초러시아어,3,이렇게 버거운 교양은 처음입니다..수강신청 때로 시간을 돌린다면 이걸 듣느니 전공을 하나 더 듣겠습니다.러시아어 꼭 배우고 싶은 분들만 들으세요.
623,숭실,한경석,경영정보시스템(영어),3,완전좋은거같에요시험도 쉽구학점잘주네여정말감사합니다
624,숭실,이정미,컴퓨팅적사고A그룹(온&오프),2,이 교수님꺼 괜히 들었다.... 별로였어요. 시험점수도 계속 깎았다 말하고 다른 교수님 꺼들을걸....
625,숭실,서영숙,재무관리(영어-한국어),1,ㅈㄴ 노답. 시험지 유출됐는데 문제도 안바꾸고 그냥 냄. 개빡치네. 가르치는 것도 겁나 못가르침.
626,숭실,조영필,운영체제(나반),4,할게 많지만 그만큼 남는것도 많음교수님이 너무 귀여우심
627,숭실,서영숙,재무관리(영어-한국어),4,시험은 중간 기말 모두 8문제고 계산문제는 각각 2문제씩 나옴. 출석에 신경 많이 쓰심. 수업 중간에 폰들고 나가면 혼내고 수업때 피피티 사진찍어도 혼냄. 시험은 교수님이 설명한거에서 나오기 때문에 수업에 집중해야함.
628,숭실,조은식,채플,3,0.5학점~~마지막 채플 끝났습니다. 항상 지루하지만 마지막이라 생각하니 기분좋게 마무리 했습니다
629,숭실,문용,스포츠와건강관리(스포츠학부제외),3,과제나 시험 난이도에서 큰 어려움이 없지만 그렇다고 얻어가는게 있는 수업도 아닌 것 같습니다편하게 들을 수 있는 교양인 것 같아요
630,숭실,신기철,보험원론,1,말년에 꿀 빨려는 노친네임 ㅋㅋ강의력 멘틀 뚫었다 ㅋㅋ
631,숭실,강아람,채플,3,잠 잘오고 좋아요~~~ 문화채플 많이 했으면 좋겠어요
632,숭실,신기철,보험원론,1,단언컨대 최악의 수업. 교수님 강의 들으면서 공부할 생각하지 말고 독학하세요
633,숭실,조재호,비교경제제도론,4,"중간기말, 레포트 쉬운거 한번, 은산분리 머리터지는거 한번. 발표없어서 꿀이지만 공부할때는 욕나오는 과목. 범위 겁나많네. 기말 공부하기 싫어서 쓰는 강의평가."
634,숭실,한진일,공학수학(다)(영어-한국어),4,학점 잘 안나와도 배운거에서 만족할거같아요 과제 그닥 안많고 강의노트 엄청 잘만드셔서 이해하기도 쉬웠어요
635,숭실,문정화,섬김의리더십,4,"교수님 좋으신분에, 수업도 다 좋습니다..다만 뭔가 엄청 자잘하게 할게 많았습니다. 1학점짜리 MOS교양처럼, 자격증만 따고 그거 인증만 하면 되는거라고 생각했는데.봉사만 하면 끝나는게 아니라, 일지 작성하고, 계획서 작성하고, 보고서 작성하고뭔가 신경쓸거 너무 많습니다. 봉사는 일찍 신청하지 않으면 후반에는 구하기 어렵습니다. 빨리 신청하세요.꿀교양은 아닙니다."
636,숭실,강경희,사고와표현,5,교수님께서 우선 사람자체가 엄청 좋으세요 수업시간은 주로 토론식으로 강의하시고 학생들 배려많이 해주시고 좋으신분이에요한학기동안 수업잘들었습니당
637,숭실,?,채플(공통채플,3,"어쩔수없이 들어야 하는 거지만 뭐그냥 앉아있다가 오는거니까 ,,귀찮기는 하지만 거기서 딴짓하거나 자도 뭐라안해서 괜찮아요"
638,숭실,김종배,기업가정신과행동(온&오프),3,거의 조끼리 활동하는 거라서 교수님이 어떠시든 상관없는 듯 해요근데 이 교수님은 개인시험(=필기시험)점수를 이름과 함께 호명하십니다^^
639,숭실,문정화,섬김의리더십,3,봉사시간 18시간 채우고 기독교 1학점 챙기려는 목표라면 할거라면 꿀 맞기는 한데 얻어가는게 없어요. 봉사에 뜻이 있어서 하시는 분들이라면 생각보다 귀찮아질거에요.
640,숭실,서유화,AI및데이터분석의기초B그룹(온&오프),1,(/'°0°)/' 드랍 더 클래스스래클 더 랍드'\(°0°'\)
641,숭실,조경희,생활프랑스어(불문제외),5,교수님이 엔젤 그자체... 단지 교양이다보니 학생들이 집중을 잘 못할뿐...
642,숭실,조경희,생활프랑스어(불문제외),5,교수님 개 천사.... 학생들 집중도가 많이 떨어지긴하는데 열정적으로 강의하시고 너무 착하심... 본인이 불어에 관심이거나 좀 할줄 안다 하면 꼭듣고(시험이 공부하면 잘나와서) 학점용이라면 생각해보시길(지루해서) 시험은 중간기말 30문제씩
643,숭실,조은희,한반도평화와통일(최대수강신청가능학점초과하여신청가능)(온&오프),3,"생각보다 할만하고 조 친구들, 과 동기들이랑 친해지고 재밌게 놀다감. 버스타고 갈 때 힘들긴합니다"
644,숭실,강동구,컴퓨팅적사고B그룹(온&오프),5,교수님이 배려 많이 해주십니다! 유고 등등 재미없는 농담도 해서 강의하면서 웃음도 이끌어내세영
645,숭실,김홍기,독일지역학입문,3,기말 100%입니다. 출석 잘 안부르시다가 기말 다가와서 가끔 부르십니다. 피피티 왔다갔다하면서 설명하시고 피피티 양도 많아서 공부하기 애매합니다. 개인적으로 교수님이 먹을 거 사주셔서 그땐 좋지만 학점생각하면 비추천입니다. 교수님이 생각보다 개방적이라 당황하실 수도 있습니당
646,숭실,조은식,채플,3,0.5 개꿀####~%%%%%%%~~~~~
647,숭실,조은희,한반도평화와통일(최대수강신청가능학점초과하여신청가능)(온&오프),1,이 지랄하고 학점 1점 주는게 말이 되냐? 양심있으면 캠프+사강+시험인데 최소2학점은 줘야지
648,숭실,조은식,채플,3,힘든 수업 사이 잠을 잘 수 있는 시간. 12번 정도 하는데 4번 정도는 안 와도 됨. 밥 먹으러 가던가 채플와서 자던가 알아서 하셈
649,숭실,오효려,초급중어회화작문2(선행학습자)(원어-한국어),5,"중문과 교수님 중 그저 빛.. 걍 원탑인 듯.제일 잘 가르치심. 원래 고려대 교수님이라, 내년에도 계실지 모르겠으나, 계속 계셨으면 좋겠음."
650,숭실,이은희,사고와표현,5,"수업 여유롭고, 안깐깐함.사표 교수님 추천!"
