id,school,professor,course,rating,review
295,건대,이선주,바이오융합과학개론,3,"이 수업을 들으면서 대학에 온 걸 후회했다... 차라리 대기화, 대기생을 전공으로 하는게 더 나을수도"
296,건대,이미정,문학의고전,4,"수업마다 활동?같은게 많아서 좀 피곤한 스타일이긴한데, 수업자체는 재미있었어요!"
297,건대,박우식,KUGEP1,5,교수님이 수업은 좋은데 약간 지루한 느낌이 있어요.
298,건대,이동욱,철학의고전,5,"아무것도 모르는 1학년 1학기때 수강평 믿고 신청한 수업인데 진짜 최고. 그냥 철학자에 대해서 배우는 그런 수업이 아니라, 철학자가 왜 그런 생각을 했을까? 를 알게해주는 수업. 수업 중 학생들한테 질문 던지고 학생분이 대답하면 그거에 대해서 조목조목 반박하시기도 하는데 뒤에서 듣고있으면 진짜 ""정말 그렇네? 우리의 생각이 틀렸네????""하고 깨닫게 되는.... 진짜 정말 재밌는 수업. 다만 개인적으로는 수업 끝나고 조별로 모여서 발표 준비하고 가끔 발표하기도 하는게 좀 괴롭긴 했음."
299,건대,손윤이,서양미술의이해,5,디자대생인데 역시 수강신청하길 잘한 것 같습니다. 그렇지만 미술하시는 분이 아니어도 수업 듣기에 무리 없을 것 같습니다. 이야기 듣듯이 술술 들어옵니다. 교수님께서 워낙 이야기를 재밌게 하셔서요. 후회 없는 수업.
300,건대,김찬자,프랑스어기초,5,프랑스어에 무지한 사람이라도 교수님 수업 들으시면 쉽게 공부하실 수 있어요. 시험은 단어 문장 다 외우셔야 점수 잘 받을 수 있습니다..
301,건대,김병건,글쓰기,4,교수님 너무 귀엽고 좋으세요! 항상 학생들 생각하시는게 눈이 보입니다.
302,건대,양지,세계의정원,5,암기 잘 하시면 추천해요. 시험 전에 찝어주시긴 하는데 점수 잘 받고 싶으시면 다 공부해야해요
303,건대,이웅혁,범죄예방론,5,저는 이교수님 좋은데 호불호 갈리는건 확실한거 같아요학점도 중요하긴 하나 무엇보다 수업을 재미있게 하시는 편
304,건대,김범수,3D프린팅과미래생활,1,무슨 뇌피셜 400페이지가까히적어둔 옛날책으로 수업하는데 횡설수설 기말범위 싹다 발표로대체 시험공부 어케해야할지 감도안잡힘
305,건대,이웅혁,범죄예방론,1,그냥 교수님이 성적에 그다지 관심이 없는 게 보임기말고사가 발표 형식으로 진행됐는데 일주일 전에 통보또 발표 일주일 전 공지한 채점기준도 발표 당일이 되니 부분부분 바뀌어 첫 날 발표한 조만 크게 손해봄거기에 교수가 조정을 해주거나 설명이 필요한 부분도 언급이 없는 경우가 많음결론: 교수가 관심이 없어서 형평성은 개나줘버렸으니 성적을 랜덤뽑기로 얻어보고 싶다면 도전해보시오
306,건대,김영주,디지털미디어의이해,4,마음 여리신 착한 교수님. 하지만 시험문제는 1학년 수준이 아닌.... 전 신방이 아니라 어질어질 힘들었어요..
307,건대,박종석,운동과건강관리,2,"수업을 너무 설렁설렁하게 하시는 느낌이 듭니다. 성적도 무슨 시험본지 4주나 뒤에 알려주시고, 수업도 맨날 ""여기까지만 하고 마칠게요""를 세 번이나 하고 수업을 마치면 한숨나옵니다. 시험도 피피티 무조건 다 외워야되고 교양인데 왜이리 진도를 싹 빼려고 하는지 버거워요. 시험은 또 객관식 주관식 약술형 다 내고... 같은 과목 다른 교수님을 들으세요 차라리"
308,건대,박정원,KUGEP2,5,"교수님께서 학생들을 배려해주시는게 정말 확 느껴져요! 시험도 어렵지 않은 편이고, 학생들에게 최대한 부담 안주실려고 노력하시는거 같아요."
309,건대,최윤정,글쓰기,1,과제가 너무 많다. 말도 안되게 많다. 매주 발표자를 지원받는데 하면 가산점이라 너도 하면 나도 한다는 분위기.
310,건대,박영진,미생물의세계,4,문과생들한테 어렵지 않게 설명해주세요 나름 재미있고 교수님이 학생들한테 친근하게 대해주시려고 노력하십니다 시험은 필기 열심히 하세요
311,건대,임병우,생명의탐구와생활속바이오,1,진짜 너무많이 후회해요. 4학년 2학기라서 그냥 쉬엄쉬엄 다닐로고 이러닝 힘들게 들었더니 무슨 오프라인수업보다 더 빡세게 공부해야하고 시험도 다 서술형 주관식에다가 과제다 두번인데 처음엔 ‘다양한 항암치료법관련 책 읽고독후감2장’이여서 그런갑다 하고 했는데. 기말에도 또 과제내는데 GMo관령 책읽고 5자유써야합니다. 아시다시피 과학책읽고 느낀게 뭐가있길래 5장이나 쓸수있나요. 거의 소설써야합니다.밖에 나가는걸 무서워하고 사람을 만나는걸 싫어하는 대인기피증이지만 과학적탐구욕이 강하고 학교생활 아주 알차게 공부하다 죽겠다하시면 강추입니다.
312,건대,권희경,사랑결혼가족에대한이해,3,정말 외우는게 답인 과목.... 피피티 달달 외우면 좋은성적 받을 수 있어요:)
313,건대,김인경,발표와토론,2,진짜 발표만 하다 끝나고 기말은 발표한거 연결되서 쓰면 되는식
314,건대,이도남,역사의고전,4,너무나도 열정이 넘치시는 교수님 수업을 을을때마다정말로 내가 대학교에 왔구나라는걸 실감나게 해주십니다.시간도 일찍 일찍 끝내주시고 너무 너무 좋은 강의 같아요!
315,건대,홍성화,역사의고전,5,나름 책 열심히 공부하고 기말 쳤는데 너무 어려워서 이러다 B도 안나오갰다 생각했는데 A+나옴 ㄷㄷ 기말이 학점 다 갈라서 열심히 해야 합니다 기말 오픈북이지만 오픈북이 괜히 오픈북이 아니라는 거만 알아두세요
316,건대,박상진,형법총론1,4,교수님 너무 잘 설명해주시고 이해하기에 좋은 수업이었음서술형 꼼꼼히 보심
317,건대,서병철,KUGEP2,5,쿠겝 1도 서병철 교수님 수업을 들었는데 역시 교수님 너무 친절하시고 학생들을 많이 생각해주시는 모습을 보여주신다. 하지만 쿠겝 1은 단어시험을 깐깐히 보지 않지만 쿠겝 2라서 그런지 단어 시험도 80개씩 외워서 매주 시험을 본다. 그런데 뜻만 외우고 10개씩만 봐서 어렵지는 않음.
318,건대,이정환,빅데이터프로그래밍,4,혹시 당신이 컴퓨터프로그래밍(ICT소프트전공) 수업을 듣는 중이라면 들어도 나쁘지는 않음. 중간초반에는 기본프로그램은 다르지만 겹치는 부분이 많아서 한 곳에서 모르는 것을 다른 부분에서 알 수 있는 경우가 많음. 다만 완전히 이해하지 못하면 말짱 도루묵.
319,건대,전병국,유라시아시대의이해,5,재미도있고 진짜 대학생활하연서 본 최고로 군더더기없고 깔끔한강의...시험 올 서술형이긴한데 무슨 문제나올지 다 알려주시고 되게 친절하세용 강추
320,건대,이웅혁,범죄예방론,5,웅쨩 수업 진짜꿀잼...수업 너무재밌음소통도 굉장히 잘되는편 (수업 시간에)
321,건대,최재일,운동과건강관리,5,교수님 설명도 잘해주시고 젠틀하심.시험도 프린트만 보면 그리 어렵지 않음시험 때 안봐도 되는 것들 알려주심
322,건대,이효숙,문학의고전,4,좋은 분이시고 열정도 있으신데 설명에 강조점이 있으셨으면 하는 아쉬움
323,건대,홍성화,중원역사문화론(충주의삶과문화),4,패논패라서 꿀이긴 꿀인데.. 수업 내용 특성상 졸음유발 가능성 매우 높음
324,건대,정진헌,발표와토론,5,이때까지 교양과목 중에서 가장 만족스러운 교수님 설명도 수업진행도 재밌는 편이라서 추천합니다
325,건대,장인철,세계문화연구,3,학기 중간부터 갑자기 조별로 앉아서 수업 듣고 질문 같은거 발표하는 거 시킴. 수업은 전체적으로 보통
326,건대,서병철,KUGEP2,3,교수님 너무 좋으신데 아침 수업이라 너무 졸리다. 쿠겝1 강의평 보고 신청했는데 쿠겝2는 1과 확실히 다르다. 매주 80개씩 단어 시험 보고 시험도 꽤 까다로운 편
327,건대,이도남,역사의고전,4,교수님의 지식을 내 머리에 넣는 수업이 아닌 여러 자료에대해 내가 스스로 생각하게 하는 수업이에요. 역사라는 학문 자체가 어렵게 다가올 수 있지만 수업이 재밌습니다.
328,건대,정미,대학기초물리학,2,문과 예체능 기준입니다. 1. 교수님 수업 듣고싶으면 문과 예체능은 학점 버리실 거 아님 듣지마세요. 차라리 다른학기 때 필교 듣을 거 추천해요.2. 문과가 수업을 못 알아먹으니 이과에게 시선가십니다. 근데 이과가 대답 잘 해서 이건 저같아도 그럴 거 같지만 대학원가고싶고 깊이있는 수업을 듣고싶은 이과분 수업 들어보세요.3. 잘하면되는 과목이라곤하지만 전 문과 예체능이라서 잘 모르겠습니다. 교수님 문제 창작하시는 분이시고 (기초를 이용한 문제들) 내년 (2020년) 은 출석에 관하여 공결증 제출에 대해 생각해보신다고 했습니다.
329,건대,권희경,유아과학교육,4,그냥 교재열심히 보고 시험보면됨 과제는 딱히 부담스럽지않은편에 속한다고 생각함
330,건대,한인송,자생식물의이해,3,외울게 너무 많고 수업시간에 다들 많이 도망가는데 아무 말도 안하시니깐 신고하는걸 추천!
331,건대,김범수,일본어기초,1,"인내 부처 아니면 듣지 마세요.. 정말 이런 교수 처음 본다 푸하핳 교수평 나쁘게 쓰러고 하셔서 직접 쓰는 중인데, 못해도 잘해도 대답을 해도 못해도 뭘해도 혼나는 일본어! 도데체 어떻게 교수님이 되신 걸까요"
332,건대,최은주,디지털미디어의이해,3,학점따기어려움생각보다 시간을 할애해야하는 과목쉽게 학점을 가져가시는 것을 원하시면 비추
333,건대,소순창,지방행정론,3,이러닝인데 기대같은거 애초부터 안했지만 역시 그대로 읽음 세세한거까지 다 읽으시고 그런걸 모두 다 시험에 내심
334,건대,소순창,지방행정론,3,이 과목은 정말 정말 들을게 다 떨어졌을 때 4학년 취업준비하면서 정말 학교에 오는 것을 최소화 하고 싶을때 듣는걸 추천합니다
335,건대,전병국,실용러시아어읽기,5,믿고 듣는 교수님 문제도 어렵지않고 잘 알려주세요
336,건대,김경화,교육봉사활동1,5,그냥 봉사시간채워서 서류 제출하면 됩니다 시간맞춰서 잘 제출하세요
337,건대,강정아,자료조직(목록),1,아마도 이분 수업을 좋아하는 사람보다 그렇지않은 사람들이 많을 것 같네요.수업 내용을 따라가는데 너무 힘듭니다.
338,건대,박종석,운동과건강관리,4,시험 생각보다 다 외워야되서 호불호갈림수업시간 ppt에서 다나오나 중간중간 중요하다고 말씀하시는 것들도 나옵니다.
339,건대,이명구,건강기능성식품학,1,후회함 이걸 왜 들었지? 발표 과제에 정리 과제에 시험도 ㅋㅋ ; 교수님이랑 수업 때 같이 공부하는 신기한 수업두글자로후회
340,건대,이명구,건강기능성식품학,1,두글자만 적겠음.최악.
341,건대,남재우,지식정보취약계층도서관서비스,5,남재우교수님 수업은 언제나 사랑입니다.내용도 쉽고 요약본을 올려주시기때문에 공부하는데도 편해요.
342,건대,김윤실,장서개발론,2,교수님 목소리가 작으세요그리고 수업보단 학생들 챕터발표 비율이많아요
343,건대,최만호,관종별도서관운영론,3,매수업마다 조별모임 쉽지않아요시험도 어렵더라고요...근데 교수님은 착하세요.....
344,건대,박선화,영미문화의이해,4,수업은 좋습니다. 영국에 대한상식과 문화를 간접적으로 채험 할 수있습니다대신 교재안사거나 안가져오면 결석입니다.
345,건대,문선아,대중예술의이해,5,대학 생활중 문선아교수님 수업은 꼭 들어봐여한다고생각합니다
346,건대,남영호,가족기업경영론,5,이과목 비러닝인데 사실상 이러닝이랑 거의 똑같음수업 나가는 건 3-4주고 나머지는 다 이러닝이며 조별과제는 없는대신 레포트과제 3번 있는데 교수님이 절대 까먹지 않을 정도로 과제며 시험이며 공지를 해주셔서 걱정 안해도됨예전에는 찝어주셨는지는 모르겠지만. 중간고사 안찝어줬고 기말은 모르겠으나 시험은 쉬움. 2학년이 들어도 충분할정도
347,건대,이광욱,디지털미디어의이해,3,학기 초에는 과제가 거의 없지만 학기 말이 되면 과제를 폭풍으로 내주셨어요.. 그 때는 많이 힘들었지만 나름 수업시간 때 배웠던 것들은 다 유익했다고 생각합니다
348,건대,이우학,세계문화연구,3,일단 수업 때는 얻어가는건 없어요.... 조 짜주셔서 조별로 각 나라에 대해 발표하는 식으로 수업 진행하시는데 전 한학기에 2번씩 발표 준비하는게 너무 힘들었어요 그래도 교수님은 좋고 따뜻한 분이십니당
349,건대,김종보,대학기초생물학,4,수업 때 조금 졸리지만 수업을 향한 열정이 대단하신 교수님입니당
350,건대,최윤정,글쓰기,3,평이 좋아서 기대하고 들었는데 기대만큼은 아니었던거 같아요ㅠ 하지만 교수님 자체는 따듯하신 분이라 좋았습니당
351,건대,권만용,역사의고전,4,시험볼 때 키워드만 제시하시고 이에 대해 서술하라고 하는데 약간 당황스러웠어요ㅠ 그래도 되게 따뜻한 분이셔서 넘 좋았습니당
352,건대,박선화,KUGEP1,5,"우리학교에서 영어와 관련된 교양은 거의 박선화 교수님을 따라갑니다.교양임에도 불구하고, 학생들을 기억하려고 노력하시고 챙겨주시기도 합니다. 다른 KUGEP 수업은 중간/기말에 상관없이 모의토익으로만 점수가 나뉘는데 이 수업은 수업에 얼마나 집중했는지도 중요하게 여겨지기 때문에 번별력이 생겨 더 좋았습니다."
353,건대,김선주,글쓰기,3,이교수님 ㄹㅇ 책읽어주는 여자임애들 시켜서 읽히거나 본인이 주루루루루룩 읽음그리고 수업이 교재 및 실습 30% TMI 70%로 구성되어 있음학점은 잘받아서 좋았는데 기준도 애매.. 교수님에게 무조건 잘보이셈 교수님이 키우는 강아지 이야기가 아직까지도 생생하게 기억남
354,건대,윤소영,KUGEP1,2,"학생들이 감당 못하는 양을 마구 쏟아 내면서 왜 안따라오냐고 뭐라 하는게 좋을까요. 아니면 처음엔 진도를 조절 하면서 아이들의 수준을 보고 그에 맞는 강의를 하는게 좋은 강의일까요. 교수님께서 잘 생각해보셨으면. 본인께서 단어 시험지도 준비를 안해오시면서 어쩔줄 몰라 울상 짓고 정신없이 돌아다니시면 학생들은 얼마나 답답하겠어요. 열정 때문에 1점은 못주지먄, 열정만 가득한 교수님을 왜 학생들이 자신의 강의를 지루해 하는지 생각해보시길. 운동부, 외국인이 많은 이 강의에서 너무 과하십니다."
355,건대,한용택,신화와문화,5,생각보다 지루하지만 내용이 어렵지는 않고 사람들 발표보는거 재미있음
356,건대,이강이,인터렉션디자인,3,과제 미침 시각디자인쪽에 흥미든 재능이든 없으면 너무 힘듦
357,건대,문선아,뮤지컬의이해,5,글로컬에 다닌다면 이 수업을 들어라.왜 교수님을 빛이라 부르는지 알 수있다
358,건대,정진헌,발표와토론,5,정진헌 교수님 너무 좋아요 ㅠㅠ수업은 막 그렇게 재미 있는건 아닌데 하나도 안 빡셈발토라는 과목 특성상 조원들이랑도 친해져서 좋고교수님 사람 자체가 짱 좋아요 !중간 시험은 너무 쉬워요
359,건대,변두영,사회학의초대,4,"교수님은 좋아요하지만 수업을 늦게 끝내줘서다음 수업 항상 달려가요,,,수업도 책 열심히 공부하면 될 듯 해요"
360,건대,전성태,대학기초수학,3,문과는 절대 네버 진짜 듣지 마시길.... 수학을 듣지 말라는건게 이 교수님은 좋은데 너무 빨라서 힘듬 진짜 힘듬 문과는 개오바
361,건대,박해선,경제학원론,2,두번 다시 안들을 수업 이 교수님 수업 들으면 경제학이 이렇게 재미없구나를 경험하게 됨난 그래서 경영학과 감 시험이고 학점을 떠나서 책을 읽어주는게 끝인 수업임 내가 처음부터 끝까지 알아서 다해야 하는 수업
362,건대,김영준,대학화학,1,다시 생각해도 우웩 무슨 과제만 하다가 한학기 다 지난듯 피피티도 눈 낌박하면 몇개나 지나감
363,건대,염지숙,영유아교수방법,4,과제도 부담없고 시험도 수업하신 부분에서 나오니까부담안가져도됩니다
364,건대,김영준,유기화학및실험2,3,눈 깜빡할 사이에 어느 순간 NEXT CHAPTER시험범위 어마어마함
365,건대,남경희,아이와부모,3,도움이 많이 된 수업이고 덕분에 부모님에게 전화도 많이 드렸던 고 같아요 동영상 잘보셔야해요 시험에 나와요
366,건대,문선아,뮤지컬의이해,3,수업재밌고 유익해요 언제 동영상보고 감상문 쓸지모르기에 결석하면 안돼여
367,건대,유미진,의사소통론,2,조원 잘못걸리면 그냥 학점 포기해야함.. 나는 참고로 의통 공부해도 하...
368,건대,양호정,인간과복지,5,수업도 유익하고 시험도 안어려워서 좋아요 그래서 한문제로 학점이 갈릴 수 있어요
369,건대,신화섭,의약의역사와건강,5,"수업에서 진행하는 내용들은 전반적으로 만족한다. 전반부(중간고사범위)에서는 과목명에 맞게 의약과 건강에 대해서 배워 부담스럽지 않고, 편하게 할 수 있다. (역사에 대해서는 학습하지 않는다.) 후반부(기말고사범위)부터는 본격적으로 내용을 나가는데 전공자가 아니면 이해하기 어려운 내용들이 가득하다.심화교양이라도 교양인데 그 수준을 교수님이 높게 수업을 해주시는 것 같아 아쉬움이 있다.그래도 유용한 내용들을 배우고, 교수님이 친절하셔서 수업에 대해서는 그냥 괜찮다고 생각하는 편이다.몇 몇 힘든점이 존재하니 이것을 보고 자신의 스타일이 아니면 피해야할 듯 하다.1. 교수님께서 항상 풀강을 진행하신다.- 신화섭교수님은 유명하게도 풀강을 하신다. 뭐 사실상 당연히 해야되는 것은 맞지만 우리의 입장에서는 더 빨리 끝내주셨으면 하는 바람이 있는데 그러지 않아 아쉽다. 그래도 연강인 학생들은 미리 나갈 수 있도록 해주신다.2. 수업의 내용이 결코 쉽지 않다.- 만만하게 보면 안될 것 같다. 이미 포기한 학생들도 많이 보인다. 강의계획서만 보면 재미있는 내용들이 많아 보이지만 실질적으로 공부를 하면 의약에 대한 이야기가 많이 나와 어렵다. 이 부분을 잘 고려해야한다.3. 수업이 힘들다.- 개인적인 생각이다. 분명 열심히 수업을 해주시는데 뭔가 기가 쭉 빨리는 기분이다. 자유게시판에도 가끔 글이 올라왔듯이 말을 후다다닥 계속 수업을 하셔서 힘들다.4. 기말과제의 양이 많다.- 약과건강 핵심내용 정리하는 것인데 생각보다 양이 많고, 요약해야되기 때문에 버겁다.5. PPT가 화려하다.- 유명한 것처럼 여러가지 색들이 PPT에 다 들어가있다. 그런데 그것들을 다 공부하면 시험에 성공한다. 의미없는 것들이 아닌 다 시험에 나오는 것들이다.위 사항들만 견딜 수 있으면 수강하는 것을 추천하고, 힘들면 안 듣는 것을 추천한다. 개인적으로는 만족하는 수업이라 5점으로 올린다."
370,건대,박해선,경제학원론,4,수업이 다소 지루하지만 교수님강의 잘 듣다보면 이해가 가고 쉽게 설명해주시려 한다
371,건대,이도남,역사의고전,4,중간고사가없어서 매우좋았지만 기말이 학점을 좌우하는 수업이라 살짝 부담스러울수있다
372,건대,임성수,무역정책론,3,과제가 발표이며 내용 어려움 복습 안하면 힘들어요
373,건대,강석한,시사영어읽기,5,학생들의 부담을 최소화 하시려는 모습을 보이십니다.말 그대로 교양과목으로 부담없이 수강하기에 적합한 과목입니다.
374,건대,김원식,미시경제학,4,"교수님께서 목소리가 작으며 저음이신지라 잘 안들립니다. 판서가 상당히 알아보기 힘듭니다.그러나 미시경제학의 기본적인 부분만 가르치시기에 수업시간에 개념에 대한 윤곽만 잡아두고, 나머지는 혼자 공부하시는 것을 추천 드립니다."
375,건대,이덕만,경제학원론,2,"저는 그리 추천드리지 않습니다.고등학교 수업을 다시 듣고 싶은 학생이라면 추천드립니다학생들에게 학업과 성실을 종용하시는 면에서는 좋은 교수님이십니다. 다만, 연세가 있으신만큼 상당히 보수적교육관을 가지고 계시며, 감정기복이 너무 심하십니다. 가장 큰 단점은 학생의 자율적 선택을 최소화 하려는 경향이 강합니다. 한 마디로 종합하자면 교조적이십니다."
376,건대,임성수,무역정책론,3,중간고사 시험범위 개어룝고 어마어마함기말은 중간보다는 그나마 나음
377,건대,전병국,러시아바로알기,3,대학다운 대학수업 느낌이 드는 수업이었어요 교수님도 정말 유쾌하시고 너무 좋아요 꼭 들어보세요
378,건대,이동욱,철학의고전,4,철학을 쉽게 설명해주시는 분임 시험은 중간 기말 다 쉬운데 기말때는 잉? 하는걸 한개씩 내심
379,건대,임지홍,대학생물학,5,"객관적으로 이 수업을 봤을 때는 설명도 깔끔하고, 확실하게 재미있게 해주신다. 임지홍 교수님 수업이 좋다는 것은 이미 증명되었다고 봐도 될 정도이다.주관적인 입장을 쓰자면, 살짝은 버거운 수업이 될 수도 있다.1. 자리경쟁이 너무 치열하다.- 피피티로 수업을 진행하심과 동시에 칠판으로 추가적인 필기를 굉장히 많이 하신다. 교양강의동처럼 높이가 다른 강의실이 아니다보니 다들 수업 1시간 20분전부터 와서 앞자리를 잡는다.2. 정보전달량이 생각보다 많다.- 교재 속에서 실질적으로 필요한 부분만 가져와서 수업을 하시는 것 같긴 하다. 하지만, 뽑아오신 내용에 대해서 깊게 파고드셔서 버거웠다. 여러 단백질 이름들을 계속 말씀하시고 신나게 말씀하시는데 처음 들어본 것들이 많아서 힘들었다.또, 상위권 집단들이 맨날 질문을 하는데 그 수준이 높아서 그런지 수강생 전체의 수준이 상당히 높다고 생각하시고 진행하셔서 힘들었다. 가끔은 그들과만 수업을 하시는건가 싶기도 했다.수강생들의 지식을 더 주시려는 마음과 그걸 버거워하는 필자의 생각일뿐이지 수업은 진짜 잘하시고, 강의 퀄리티가 높다."
380,건대,이동욱,철학의고전,4,사람들이 좋다고하면 그만한 이유가있는거임 진심 목소리도크시고 얘기도재밌게하셔서 지루할틈이없다
381,건대,박선화,KUGEP2,5,진짜 우리학교 수준 중학교 문법반이랑 비슷합니다 영어 3등급 정도 받고 토익 6~700점 받는 정도면 A+가능
382,건대,김윤진,KUGEP2,5,사실 1학년 때 다른 영역에서 채워 들었고 요번 학기에 쿠겝2 재학생들도 들을 수 있어서 교양은 부담을 덜고 싶어서 일부러 수강했는데 잘한거 같습니다. 이 교수님 매우 좋아요~ 단어시험도 안보시고 과제는 발표괴제인데 어려운걸 원하는게 아니라 부담없이 자유주제로 하는거라 쉽고 시험도 직전에 찝어주는게 매우 적고 정말 하루 전에 읽어가기만 해도 만점 받습니다
383,건대,양윤정,KUGEP2,4,학점따고싶으면 무조건이교수님 수업추천함시험은 본문외우는거라서 어렵지않고 모의토익에서 점수갈리는데 만점이 550이상인가?여서 점수받기쉬움 자신이 외우는거잘한다면 이수업듣고 학점쉽게 가져가세요
384,건대,김숙경,대학화학,1,솔직하게 교수님이라는 느낌이 1도 없음. 너무 못 가르침. 질문을 하면 모르니깐 다음시간에 공부해서 온다고 하는데 그거 자체가 너무 어이가 없드라고요. 다들 이 수업 수강할거면 화학은 혼자 공부 할 생각으로 수강하세요
385,건대,남영호,창업과경영,3,이러닝이고 오픈북이라서 수업만 제대로 듣고 필기 잘하면 괜찮을거 같습니다.
386,건대,차광석,운동처방론,4,"매달 레포트 제출하고, 수업은 거의 풀강합니다"
387,건대,김원식,미시경제학,1,"여긴 어디인가, 나는 누구인가 이 생각을 한학기 내내 함"
388,건대,김종보,대학생물학,5,애들이 시험 쉽다고 에타에 올리는데 시험 점수 보면 얘네들 수업 시간에 자나? 라고 생각든다...열심히 하면 A+걍 받을거임 난 중간 거의 최고점이라 A+확정이지만
389,건대,임지홍,대학생물학,5,실제로 생물학 수업중 얻어가는 내용이 가장 많았다. 객관적으로 평가해서 어디 내놓아도 모두 호평할 교수님. 수업도 지루하지 않게 잘 배려해 주신다. 추천합니다.
390,건대,김숙경,대학화학,1,"진심으로 강의평은 거의 좋게 남기는 편인데 이건 아니다. 교수님의 수업방식은 다음과 같다. 1.Tmi를 푼다 2.책을 열심히 보신다. 3.책의 모든 내용을 칠판에 적는다.4.10%만 듣는 수업을 한다(실제로 뒤는 다 졸고있다)5.수업을 대충 마무리한 후 Tmi를 푼다여러분이 바이오 분야에서, 바이오 분야의 일을 할때는, 여러분이 커서, 여러분이 취업해서=Tmi 1초 전이 수업을 개선하려면 둘중 하나다.교수님을 바꾸거나, 책 내용좀 칠판에 때려적지 마세요 제발."
391,건대,김신희,뮤직비디오,5,교수님 덕분에 실력 많이 늘었어요 . 수업다운 수업 이 강의만큼은 등록금이 아깝지 않았음
392,건대,임병우,생명의탐구와생활속바이오,1,음 전 이 수업 후회합니다 진짜 과학 지식없으면 듣지 마세요과제도 5p 두개에 시험도 다 서술형이라 진짜 빡세요! 공부열심히 하실분들만 신청하세요
393,건대,김동규,프랑스어기초,3,프랑스어 제대로 배우시고 싶다면 유익한 교양입니다.
394,건대,김병호,북미경제,4,시험은 쉽지만 가끔씩 옆으로 샘. 그리고 가끔씩 말씀하시는게 외줄타기하는 것 처럼 아슬아슬함
395,건대,김병호,북미경제,4,밑에 말 다 맞는데 그래도 미시나 국무론보다는 이건 매우 쉬운편임
396,건대,이정일,철학의고전,4,가볍게들으러온사람한텐 최악일텐데 그냥 잡다한 지식좋아하는사람들한텐 철학에대해 넓게 알려주다보니 괜찮을거같음 교수님성격좋으심
397,건대,김병호,북미경제,1,수업과 관련없는 정치얘기 많이하심. 성적인 발언도 서슴치 않아 불쾌함.과제는 없는 편.최악의 수업
398,건대,이덕만,경제학원론,5,시험 세번 쳐도 1학년 수업 중에서 가장 남는게 많고 배울게 많아요시험 전에 주는 예상문제만 다보면 에이쁠이에요 양도 적어요 많다 느껴질수도 있는데 다른 학년 수업 들어보시면 경제학원론은 소꿉 장난감으로 느껴질정도로 적습니다 시험 세번 치는게 너무 억울해서 정말 다른거는 다 C+ 맞아도 이거만큼은 A+ 받아야겠다는 생각으로 진짜 열심히 했고 학점도 열심히 하면 정말 잘주세요
399,광운,신영주,데이터구조설계,4,설명 잘해주십니다.과제 난이도는 보통입니다.
400,광운,롤랜드,컴퓨터활용,4,파워포인트는 쉬운데 엑셀이 너무 어려워요...중간이랑 기말은 퀴즈랑 거의 유사합니다.시험 전에만 조금 연습해도 A0는 나옵니다.
401,광운,설수황,골프,5,과제도 한번밖에 없고 시험에 대한 부담도 없고 너무 좋았어요~ 또 수강하고 싶어요~
402,광운,이준환,디지털논리회로2,3,과제가 너무 많아요...프로젝트가 너무 어려워요...
403,광운,박애영,회계원리,5,회계원리라는 약간은 무거운 내용을 교양처럼 가볍게 설명하시는 박애영 교수님! 부루마블로 감가상각을 가르치시는건 진짜 독특한 발상이었음. KAHOOT어플로 매 챕터가 끝날 때마다 퀴즈를 진행하시는데 여기서 다 맞기만 해도 참여점수는 거의 다 딸 수 있을 듯. 만약에 다음 학기에 원가회계 강의 개설하시면 또 뵈러 갈게요 교수님!
404,광운,하태준,전자재료물성실험및설계2,5,너무너무 즐거운 한학기 였습니다 내년에도 꼭 하태준 교수님께서 이 수업을 담당해주셨으면 좋겠습니다 회로이론도 내년에 꼭 계속 담당해주세요 부탁드립니다 하태준 교수님 너무너무 사랑합니다 영원히 재료과의 실험과 회로를 담당해주세요 너무너무 행복한 한학기였습니다 너무 좋아요
405,광운,김형국,상상공학과표현,3,"교양이 아니라 전공수업 듣는다는 생각으로 듣는게 속편합니다. 조교님이랑 하는 수업은 재밌는데 교수님이랑 하는 수업은 3, 4학년이 아니라면 도움받기 힘든것 같습니다. 행렬은 미리 예습하고 들으세요"
406,광운,서두옥,오픈소스소프트웨어설계및실습,1,정보공학 아니면 듣지마세요. 시험 공부 할 때 내가 이걸 왜 외우고 있나.. 싶을 겁니다.
407,광운,장홍제,무기화학2,5,누가 광운대 화학과의 미래를 묻거든 고개를 들어 옥의관 8층을 보게하라.
408,광운,박지희,과학기술윤리,4,과제가 많지만 얻어가는 게 많은 강의 !! 본인이 한 만큼 학점이 나온다.
409,광운,최진주,전파융합시스템실험,5,이론으로만 배운 내용을 눈으로 확인할 수 있습니다 조교님 친절하시고 교수님 열정적으로 가르쳐주십니다부담감없이 잘 들었슴
410,광운,최현옥,대학수학및연습2,5,솔루션이랑 본인이 자필로 정리하신거 올려주시는데 좋음. 개인적으로 나는 수학 기초가 없는데도 교수님께서 새로배우는 내용에 옛날에 배운 내용까지 모두 알려주셔서 매우 좋았음. 왜인지는 모르겠는데 애들이 공부안해서 조금만해도 A는 걍 나옴
411,광운,이영인,대학물리및실험2,2,장점은 인강이 있다는것 그외는 단점임. 싹 다 마음에 안들음
